EDGE (C)Takabo Soft 2002
R,G,B èáÇ…0î‘ÇÃêFÇ©ÇÁèoóÕÇµÇ‹Ç∑

0  , 0  , 0  ,
109, 109, 109,
145, 145, 145,
109, 36 , 0  ,
0  , 218, 218,
145, 72 , 0  ,
0  , 145, 0  ,
0  , 218, 0  ,
255, 0  , 0  ,
255, 182, 0  ,
218, 145, 109,
255, 255, 0  ,
72 , 72 , 72 ,
182, 182, 182,
0  , 0  , 255,
255, 255, 255,
0  , 0  , 0  ,
109, 109, 109,
145, 145, 145,
109, 36 , 0  ,
0  , 218, 218,
145, 72 , 0  ,
0  , 145, 0  ,
0  , 218, 0  ,
255, 0  , 0  ,
226, 161, 0  ,
194, 129, 97 ,
255, 255, 0  ,
72 , 72 , 72 ,
182, 182, 182,
0  , 0  , 255,
255, 255, 255,
0  , 0  , 255,
64 , 0  , 255,
125, 0  , 255,
190, 0  , 255,
255, 0  , 255,
255, 0  , 190,
255, 0  , 125,
255, 0  , 64 ,
255, 0  , 0  ,
255, 64 , 0  ,
255, 125, 0  ,
255, 190, 0  ,
255, 255, 0  ,
190, 255, 0  ,
125, 255, 0  ,
64 , 255, 0  ,
0  , 255, 0  ,
0  , 255, 64 ,
0  , 255, 125,
0  , 255, 190,
0  , 255, 255,
0  , 190, 255,
0  , 125, 255,
0  , 64 , 255,
125, 125, 255,
157, 125, 255,
190, 125, 255,
222, 125, 255,
255, 125, 255,
255, 125, 222,
255, 125, 190,
255, 125, 157,
255, 125, 125,
255, 157, 125,
255, 190, 125,
255, 222, 125,
255, 255, 125,
222, 255, 125,
190, 255, 125,
157, 255, 125,
125, 255, 125,
125, 255, 157,
125, 255, 190,
125, 255, 222,
125, 255, 255,
125, 222, 255,
125, 190, 255,
125, 157, 255,
182, 182, 255,
198, 182, 255,
218, 182, 255,
234, 182, 255,
255, 182, 255,
255, 182, 234,
255, 182, 218,
255, 182, 198,
255, 182, 182,
255, 198, 182,
255, 218, 182,
255, 234, 182,
255, 255, 182,
234, 255, 182,
218, 255, 182,
198, 255, 182,
182, 255, 182,
182, 255, 198,
182, 255, 218,
182, 255, 234,
182, 255, 255,
182, 234, 255,
182, 218, 255,
182, 198, 255,
0  , 0  , 113,
28 , 0  , 113,
56 , 0  , 113,
85 , 0  , 113,
113, 0  , 113,
113, 0  , 85 ,
113, 0  , 56 ,
113, 0  , 28 ,
113, 0  , 0  ,
113, 28 , 0  ,
113, 56 , 0  ,
113, 85 , 0  ,
113, 113, 0  ,
85 , 113, 0  ,
56 , 113, 0  ,
28 , 113, 0  ,
0  , 113, 0  ,
0  , 113, 28 ,
0  , 113, 56 ,
0  , 113, 85 ,
0  , 113, 113,
0  , 85 , 113,
0  , 56 , 113,
0  , 28 , 113,
56 , 56 , 113,
68 , 56 , 113,
85 , 56 , 113,
97 , 56 , 113,
113, 56 , 113,
113, 56 , 97 ,
113, 56 , 85 ,
113, 56 , 68 ,
113, 56 , 56 ,
113, 68 , 56 ,
113, 85 , 56 ,
113, 97 , 56 ,
113, 113, 56 ,
97 , 113, 56 ,
85 , 113, 56 ,
68 , 113, 56 ,
56 , 113, 56 ,
56 , 113, 68 ,
56 , 113, 85 ,
56 , 113, 97 ,
56 , 113, 113,
56 , 97 , 113,
56 , 85 , 113,
56 , 68 , 113,
80 , 80 , 113,
89 , 80 , 113,
97 , 80 , 113,
105, 80 , 113,
113, 80 , 113,
113, 80 , 105,
113, 80 , 97 ,
113, 80 , 89 ,
113, 80 , 80 ,
113, 89 , 80 ,
113, 97 , 80 ,
113, 105, 80 ,
113, 113, 80 ,
105, 113, 80 ,
97 , 113, 80 ,
89 , 113, 80 ,
80 , 113, 80 ,
80 , 113, 89 ,
80 , 113, 97 ,
80 , 113, 105,
80 , 113, 113,
80 , 105, 113,
80 , 97 , 113,
80 , 89 , 113,
0  , 0  , 64 ,
16 , 0  , 64 ,
32 , 0  , 64 ,
48 , 0  , 64 ,
64 , 0  , 64 ,
64 , 0  , 48 ,
64 , 0  , 32 ,
64 , 0  , 16 ,
64 , 0  , 0  ,
64 , 16 , 0  ,
64 , 32 , 0  ,
64 , 48 , 0  ,
64 , 64 , 0  ,
48 , 64 , 0  ,
32 , 64 , 0  ,
16 , 64 , 0  ,
0  , 64 , 0  ,
0  , 64 , 16 ,
0  , 64 , 32 ,
0  , 64 , 48 ,
0  , 64 , 64 ,
0  , 48 , 64 ,
0  , 32 , 64 ,
0  , 16 , 64 ,
32 , 32 , 64 ,
40 , 32 , 64 ,
48 , 32 , 64 ,
56 , 32 , 64 ,
64 , 32 , 64 ,
64 , 32 , 56 ,
64 , 32 , 48 ,
64 , 32 , 40 ,
64 , 32 , 32 ,
64 , 40 , 32 ,
64 , 48 , 32 ,
64 , 56 , 32 ,
64 , 64 , 32 ,
56 , 64 , 32 ,
48 , 64 , 32 ,
40 , 64 , 32 ,
32 , 64 , 32 ,
32 , 64 , 40 ,
32 , 64 , 48 ,
32 , 64 , 56 ,
32 , 64 , 64 ,
32 , 56 , 64 ,
32 , 48 , 64 ,
32 , 40 , 64 ,
44 , 44 , 64 ,
48 , 44 , 64 ,
52 , 44 , 64 ,
60 , 44 , 64 ,
64 , 44 , 64 ,
64 , 44 , 60 ,
64 , 44 , 52 ,
64 , 44 , 48 ,
64 , 44 , 44 ,
64 , 48 , 44 ,
64 , 52 , 44 ,
64 , 60 , 44 ,
64 , 64 , 44 ,
60 , 64 , 44 ,
52 , 64 , 44 ,
48 , 64 , 44 ,
44 , 64 , 44 ,
44 , 64 , 48 ,
44 , 64 , 52 ,
44 , 64 , 60 ,
44 , 64 , 64 ,
44 , 60 , 64 ,
44 , 52 , 64 ,
44 , 48 , 64 ,
121, 153, 190,
137, 165, 190,
153, 174, 190,
170, 182, 194,
174, 186, 194,
174, 186, 194,
174, 186, 194,
174, 186, 194,
